SRL_OLD,SRL_NEW,Inventory,Supplier,PO,Order,Date,Type,QTY,Width,Height,Length,BDF,Species,Grade,Dryness,Dryness Today,Summary Name,Condition,BDF Cost,Freight Cost,Landed Cost,Value,Markup,Sell,Age,Status,Date Used,Project
RMT 221001 0205,,RMT,Delson,,12386,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0206,,RMT,Delson,,12387,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0207,,RMT,Delson,,12388,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0208,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0209,,RMT,Delson,,12390,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0210,,RMT,Delson,,12391,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0211,,RMT,Delson,,12392,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0212,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0213,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0214,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0215,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0216,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0217,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0218,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0219,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0220,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0221,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0222,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0223,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0224,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0225,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0226,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0227,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0228,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0229,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0230,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0231,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0232,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0233,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0234,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0235,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0236,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0237,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0238,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0239,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0240,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0241,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0242,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0243,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0244,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0245,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0246,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0247,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0248,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0249,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0250,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0251,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0252,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0253,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0254,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,12,36.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x12,,  2.74 ,  0.52 ,  3.26 ,  117.47 ,  1.25 ,  146.84 ,  10.00 ,Available,,
RMT 221001 0255,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,12,36.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x12,,  2.74 ,  0.52 ,  3.26 ,  117.47 ,  1.25 ,  146.84 ,  10.00 ,Available,,
RMT 221001 0256,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,12,36.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x12,,  2.74 ,  0.52 ,  3.26 ,  117.47 ,  1.25 ,  146.84 ,  10.00 ,Available,,
RMT 221001 0257,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,12,36.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x12,,  2.74 ,  0.52 ,  3.26 ,  117.47 ,  1.25 ,  146.84 ,  10.00 ,Available,,
RMT 221001 0258,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,12,36.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x12,,  2.74 ,  0.52 ,  3.26 ,  117.47 ,  1.25 ,  146.84 ,  10.00 ,Available,,
RMT 221001 0259,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,12,36.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x12,,  2.74 ,  0.52 ,  3.26 ,  117.47 ,  1.25 ,  146.84 ,  10.00 ,Available,,
RMT 221001 0260,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,12,36.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x12,,  2.74 ,  0.52 ,  3.26 ,  117.47 ,  1.25 ,  146.84 ,  10.00 ,Available,,
RMT 221001 0261,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,12,36.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x12,,  2.74 ,  0.52 ,  3.26 ,  117.47 ,  1.25 ,  146.84 ,  10.00 ,Available,,
RMT 221001 0262,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,12,36.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x12,,  2.74 ,  0.52 ,  3.26 ,  117.47 ,  1.25 ,  146.84 ,  10.00 ,Available,,
RMT 221001 0263,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,12,36.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x12,,  2.74 ,  0.52 ,  3.26 ,  117.47 ,  1.25 ,  146.84 ,  10.00 ,Available,,
RMT 221001 0264,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0265,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0266,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0267,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0268,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0269,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0270,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0271,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0272,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0273,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0274,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0275,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0276,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0277,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0278,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0279,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0280,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0281,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0282,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0283,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0284,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0285,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0286,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0287,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0288,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0289,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0290,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0291,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0292,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0293,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0294,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0295,,RMT,Delson,,12389,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221013 0012,,RMT,Delson,,12493,10/13/2022,Heavy Timber,1,6,8,6,24.00,WRC - BHC, #2/Btr ,Green,,WRC - BHC - 6x8x6,,  3.90 ,,  3.90 ,  93.48 ,  1.25 ,  116.85 ,  9.00 ,Available,,
RMT 221013 0013,,RMT,Delson,,12493,10/13/2022,Heavy Timber,1,6,8,6,24.00,WRC - BHC, #2/Btr ,Green,,WRC - BHC - 6x8x6,,  3.90 ,,  3.90 ,  93.48 ,  1.25 ,  116.85 ,  9.00 ,Available,,
RMT 221013 0014,,RMT,Delson,,12493,10/13/2022,Heavy Timber,1,6,8,6,24.00,WRC - BHC, #2/Btr ,Green,,WRC - BHC - 6x8x6,,  3.90 ,,  3.90 ,  93.48 ,  1.25 ,  116.85 ,  9.00 ,Used,10/15/2022,T22-0258 Fantle Deck
RMT 221013 0015,,RMT,Delson,,12493,10/13/2022,Heavy Timber,1,6,8,6,24.00,WRC - BHC, #2/Btr ,Green,,WRC - BHC - 6x8x6,,  3.90 ,,  3.90 ,  93.48 ,  1.25 ,  116.85 ,  9.00 ,Used,10/15/2022,T22-0258 Fantle Deck
RMT 221013 0016,,RMT,Delson,,12493,10/13/2022,Heavy Timber,1,8,8,10,53.33,WRC - BHC, #2/Btr ,Green,,WRC - BHC - 8x8x10,,  3.90 ,,  3.90 ,  207.73 ,  1.25 ,  259.67 ,  9.00 ,Used,10/15/2022,T22-0258 Fantle Deck
