SRL_OLD,SRL_NEW,Inventory,Supplier,PO,Order,Date,Type,QTY,Width,Height,Length,BDF,Species,Grade,Dryness,Dryness Today,Summary Name,Condition,BDF Cost,Freight Cost,Landed Cost,Value,Markup,Sell,Age,Status,Date Used,Project
DE 230804 0020,,Delson,Delson,,12742-B,8/4/2023,Heavy Timber,1,4,12,18,72.00,DF - FOHC,#1,Green,,DF - FOHC - 4x12x18,,,  0.30 ,  0.30 ,  21.85 ,  1.25 ,  27.31 ,  -   ,Available,,
DE 230804 0021,,Delson,Delson,,12742-B,8/4/2023,Heavy Timber,1,4,12,18,72.00,DF - FOHC,#1,Green,,DF - FOHC - 4x12x18,,,  0.30 ,  0.30 ,  21.85 ,  1.25 ,  27.31 ,  -   ,Available,,
DE 230804 0022,,Delson,Delson,,12742-B,8/4/2023,Heavy Timber,1,4,12,18,72.00,DF - FOHC,#1,Green,,DF - FOHC - 4x12x18,,,  0.30 ,  0.30 ,  21.85 ,  1.25 ,  27.31 ,  -   ,Available,,
DE 230804 0023,,Delson,Delson,,12742-B,8/4/2023,Heavy Timber,1,4,12,18,72.00,DF - FOHC,#1,Green,,DF - FOHC - 4x12x18,,,  0.30 ,  0.30 ,  21.85 ,  1.25 ,  27.31 ,  -   ,Available,,
DE 230804 0024,,Delson,Delson,,12742-B,8/4/2023,Heavy Timber,1,4,12,18,72.00,DF - FOHC,#1,Green,,DF - FOHC - 4x12x18,,,  0.30 ,  0.30 ,  21.85 ,  1.25 ,  27.31 ,  -   ,Available,,
DE 230804 0025,,Delson,Delson,,12753,8/4/2023,Heavy Timber,1,8,8,12,64.00,DF - FOHC,#1,Green,,DF - FOHC - 8x8x12,,,  0.30 ,  0.30 ,  19.42 ,  1.25 ,  24.28 ,  -   ,Available,,
DE 230804 0026,,Delson,Delson,,12753,8/4/2023,Heavy Timber,1,8,8,12,64.00,DF - FOHC,#1,Green,,DF - FOHC - 8x8x12,,,  0.30 ,  0.30 ,  19.42 ,  1.25 ,  24.28 ,  -   ,Available,,
DE 230804 0027,,Delson,Delson,,12753,8/4/2023,Heavy Timber,1,8,8,12,64.00,DF - FOHC,#1,Green,,DF - FOHC - 8x8x12,,,  0.30 ,  0.30 ,  19.42 ,  1.25 ,  24.28 ,  -   ,Available,,
DE 230804 0028,,Delson,Delson,,12753,8/4/2023,Heavy Timber,1,8,8,12,64.00,DF - FOHC,#1,Green,,DF - FOHC - 8x8x12,,,  0.30 ,  0.30 ,  19.42 ,  1.25 ,  24.28 ,  -   ,Available,,
DE 230804 0029,,Delson,Delson,,12753,8/4/2023,Heavy Timber,1,8,8,12,64.00,DF - FOHC,#1,Green,,DF - FOHC - 8x8x12,,,  0.30 ,  0.30 ,  19.42 ,  1.25 ,  24.28 ,  -   ,Available,,
DE 230804 0030,,Delson,Delson,,12753,8/4/2023,Heavy Timber,1,8,8,12,64.00,DF - FOHC,#1,Green,,DF - FOHC - 8x8x12,,,  0.30 ,  0.30 ,  19.42 ,  1.25 ,  24.28 ,  -   ,Available,,
DE 230804 0031,,Delson,Delson,,12753,8/4/2023,Heavy Timber,1,8,8,12,64.00,DF - FOHC,#1,Green,,DF - FOHC - 8x8x12,,,  0.30 ,  0.30 ,  19.42 ,  1.25 ,  24.28 ,  -   ,Available,,
DE 230804 0032,,Delson,Delson,,12753,8/4/2023,Heavy Timber,1,8,8,12,64.00,DF - FOHC,#1,Green,,DF - FOHC - 8x8x12,,,  0.30 ,  0.30 ,  19.42 ,  1.25 ,  24.28 ,  -   ,Available,,
DE 230804 0033,,Delson,Delson,,12753,8/4/2023,Heavy Timber,1,8,8,12,64.00,DF - FOHC,#1,Green,,DF - FOHC - 8x8x12,,,  0.30 ,  0.30 ,  19.42 ,  1.25 ,  24.28 ,  -   ,Available,,
DE 230804 0034,,Delson,Delson,,12753,8/4/2023,Heavy Timber,1,8,8,12,64.00,DF - FOHC,#1,Green,,DF - FOHC - 8x8x12,,,  0.30 ,  0.30 ,  19.42 ,  1.25 ,  24.28 ,  -   ,Available,,
DE 230804 0035,,Delson,Delson,,12753,8/4/2023,Heavy Timber,1,8,8,12,64.00,DF - FOHC,#1,Green,,DF - FOHC - 8x8x12,,,  0.30 ,  0.30 ,  19.42 ,  1.25 ,  24.28 ,  -   ,Available,,
DE 230804 0036,,Delson,Delson,,12753,8/4/2023,Heavy Timber,1,8,8,12,64.00,DF - FOHC,#1,Green,,DF - FOHC - 8x8x12,,,  0.30 ,  0.30 ,  19.42 ,  1.25 ,  24.28 ,  -   ,Available,,
DE 230804 0037,,Delson,Delson,,12753,8/4/2023,Heavy Timber,1,8,8,12,64.00,DF - FOHC,#1,Green,,DF - FOHC - 8x8x12,,,  0.30 ,  0.30 ,  19.42 ,  1.25 ,  24.28 ,  -   ,Available,,
DE 230804 0038,,Delson,Delson,,12753,8/4/2023,Heavy Timber,1,8,8,12,64.00,DF - FOHC,#1,Green,,DF - FOHC - 8x8x12,,,  0.30 ,  0.30 ,  19.42 ,  1.25 ,  24.28 ,  -   ,Available,,
DE 230804 0039,,Delson,Delson,,12753,8/4/2023,Heavy Timber,1,8,8,12,64.00,DF - FOHC,#1,Green,,DF - FOHC - 8x8x12,,,  0.30 ,  0.30 ,  19.42 ,  1.25 ,  24.28 ,  -   ,Available,,
DE 230804 0040,,Delson,Delson,,12753,8/4/2023,Heavy Timber,1,8,8,12,64.00,DF - FOHC,#1,Green,,DF - FOHC - 8x8x12,,,  0.30 ,  0.30 ,  19.42 ,  1.25 ,  24.28 ,  -   ,Available,,
DE 230804 0041,,Delson,Delson,,12753,8/4/2023,Heavy Timber,1,8,8,12,64.00,DF - FOHC,#1,Green,,DF - FOHC - 8x8x12,,,  0.30 ,  0.30 ,  19.42 ,  1.25 ,  24.28 ,  -   ,Available,,
DE 230804 0042,,Delson,Delson,,12753,8/4/2023,Heavy Timber,1,8,8,12,64.00,DF - FOHC,#1,Green,,DF - FOHC - 8x8x12,,,  0.30 ,  0.30 ,  19.42 ,  1.25 ,  24.28 ,  -   ,Available,,
TETW 160421 0001,,TETW,TETW,,Internal,4/21/2016,Heavy Timber,1,5.5,5.5,8,20.17,DF - FOHC,#1,Kiln Dried,,DF - FOHC - 5.5x5.5x8,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  87.00 ,Used,6/15/2016,16014900 Front Fence
TETW 160421 0002,,TETW,TETW,,Internal,4/21/2016,Heavy Timber,1,5.5,5.5,8,20.17,DF - FOHC,#1,Kiln Dried,,DF - FOHC - 5.5x5.5x8,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  87.00 ,Used,6/15/2016,16014900 Front Fence
TETW 160421 0003,,TETW,TETW,,Internal,4/21/2016,Heavy Timber,1,7,7,12,49.00,DF - FOHC,#1,Kiln Dried,,DF - FOHC - 7x7x12,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  87.00 ,Used,1/31/2018,Per DS - Not Available at Count 
TETW 160421 0004,,TETW,TETW,,Internal,4/21/2016,Heavy Timber,1,7.5,11.5,12,86.25,DF - FOHC,#1,Kiln Dried,,DF - FOHC - 7.5x11.5x12,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  87.00 ,Used,5/31/2016,160014900 Front Fence
TETW 160421 0005,,TETW,TETW,,Internal,4/21/2016,Heavy Timber,1,7.5,11.5,12,86.25,DF - FOHC,#1,Kiln Dried,,DF - FOHC - 7.5x11.5x12,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  87.00 ,Used,6/15/2016,16014900 Front Fence
TETW 160421 0006,,TETW,TETW,,Internal,4/21/2016,Heavy Timber,1,7.5,11.5,12,86.25,DF - FOHC,#1,Kiln Dried,,DF - FOHC - 7.5x11.5x12,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  87.00 ,Used,9/15/2016,15017800 Lakelawn Barn
TETW 160421 0007,,TETW,TETW,,Internal,4/21/2016,Heavy Timber,1,7.5,11.5,12,86.25,DF - FOHC,#1,Kiln Dried,,DF - FOHC - 7.5x11.5x12,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  87.00 ,Used,6/15/2016,16014900 Front Fence
TETW 160421 0008,,TETW,TETW,,Internal,4/21/2016,Heavy Timber,1,7.5,11.5,24,172.50,DF - FOHC,#1,Kiln Dried,,DF - FOHC - 7.5x11.5x24,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  87.00 ,Used,6/15/2016,16014900 Front Fence
TETW 160421 0009,,TETW,TETW,,Internal,4/21/2016,Heavy Timber,1,7.5,11.5,24,172.50,DF - FOHC,#1,Kiln Dried,,DF - FOHC - 7.5x11.5x24,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  87.00 ,Used,3/31/2017,Per DS Count / Not In Yard
TETW 160421 0010,,TETW,TETW,,Internal,4/21/2016,Heavy Timber,1,7.5,11.5,24,172.50,DF - FOHC,#1,Kiln Dried,,DF - FOHC - 7.5x11.5x24,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  87.00 ,Used,6/15/2016,16014900 Front Fence
TETW 160421 0011,,TETW,TETW,,Internal,4/21/2016,Heavy Timber,1,7,11,24,154.00,DF - FOHC,#1,Kiln Dried,,DF - FOHC - 7x11x24,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  87.00 ,Used,4/30/2019,Timber Package #1
TETW 160421 0012,,TETW,TETW,,Internal,4/21/2016,Heavy Timber,1,7,11,24,154.00,DF - FOHC,#1,Kiln Dried,,DF - FOHC - 7x11x24,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  87.00 ,Used,4/30/2019,Timber Package #1
TETW 160421 0013,,TETW,TETW,,Internal,4/21/2016,Heavy Timber,1,7.5,11.5,18,129.38,DF - FOHC,#1,Kiln Dried,,DF - FOHC - 7.5x11.5x18,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  87.00 ,Used,3/31/2017,Per DS Count / Not In Yard
TETW 160421 0014,,TETW,TETW,,Internal,4/21/2016,Heavy Timber,1,7.5,11.5,20,143.75,DF - FOHC,#1,Kiln Dried,,DF - FOHC - 7.5x11.5x20,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  87.00 ,Used,6/15/2016,16014900 Front Fence
TETW 160421 0015,,TETW,TETW,,Internal,4/21/2016,Heavy Timber,1,7.5,11.5,20,143.75,DF - FOHC,#1,Kiln Dried,,DF - FOHC - 7.5x11.5x20,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  87.00 ,Used,6/15/2016,16014900 Front Fence
TETW 160421 0016,,TETW,TETW,,Internal,4/21/2016,Heavy Timber,1,7.5,11.5,22,158.13,DF - FOHC,#1,Kiln Dried,,DF - FOHC - 7.5x11.5x22,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  87.00 ,Used,3/31/2017,Per DS Count / Not In Yard
TETW 160421 0017,,TETW,TETW,,Internal,4/21/2016,Heavy Timber,1,5.5,13.5,22,136.13,DF - FOHC,#1,Kiln Dried,,DF - FOHC - 5.5x13.5x22,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  87.00 ,Used,3/31/2017,Per DS Count / Not In Yard
TETW 160421 0018,,TETW,TETW,,Internal,4/21/2016,Heavy Timber,1,7,11,16,102.67,DF - FOHC,#1,Kiln Dried,,DF - FOHC - 7x11x16,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  87.00 ,Used,3/31/2017,Per DS Count / Not In Yard
TETW 160421 0019,,TETW,TETW,,Internal,4/21/2016,Heavy Timber,1,7,11,16,102.67,DF - FOHC,#1,Kiln Dried,,DF - FOHC - 7x11x16,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  87.00 ,Used,8/15/2016,15010800 Horning Project
TETW 160421 0020,,TETW,TETW,,Internal,4/21/2016,Heavy Timber,1,11,11,18,181.50,DF - FOHC,#1,Kiln Dried,,DF - FOHC - 11x11x18,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  87.00 ,Used,12/31/2017,17011500 Christenson Residence 
TETW 160421 0021,,TETW,TETW,,Internal,4/21/2016,Heavy Timber,1,11,11,20,201.67,DF - FOHC,#1,Kiln Dried,,DF - FOHC - 11x11x20,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  87.00 ,Used,12/31/2017,17011500 Christenson Residence 
TETW 160421 0022,,TETW,TETW,,Internal,4/21/2016,Heavy Timber,1,11,11,20,201.67,DF - FOHC,#1,Kiln Dried,,DF - FOHC - 11x11x20,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  87.00 ,Used,12/31/2017,17011500 Christenson Residence 
TETW 160421 0023,,TETW,TETW,,Internal,4/21/2016,Heavy Timber,1,11.5,11.5,10,110.21,DF - FOHC,#1,Kiln Dried,,DF - FOHC - 11.5x11.5x10,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  87.00 ,Used,3/31/2017,Per DS Count / Not In Yard
TETW 160421 0024,,TETW,TETW,,Internal,4/21/2016,Heavy Timber,1,11.5,11.5,10,110.21,DF - FOHC,#1,Kiln Dried,,DF - FOHC - 11.5x11.5x10,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  87.00 ,Used,3/31/2017,Per DS Count / Not In Yard
TETW 160421 0025,,TETW,TETW,,Internal,4/21/2016,Heavy Timber,1,11.5,11.5,10,110.21,DF - FOHC,#1,Kiln Dried,,DF - FOHC - 11.5x11.5x10,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  87.00 ,Used,3/31/2017,Per DS Count / Not In Yard
TDTW 171026 0001,,Trillium Dell ,Delson,,Internal,10/26/2017,Heavy Timber,1,12,12,18,216.00,POC - FOHC,#2,Green,,POC - FOHC - 12x12x18,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  69.00 ,Used,1/31/2019,18018600 Jones Residence 
TDTW 171026 0002,,Trillium Dell ,Delson,,Internal,10/26/2017,Heavy Timber,1,12,12,14,168.00,POC - FOHC,#2,Green,,POC - FOHC - 12x12x14,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  69.00 ,Available,,
TDTW 171026 0003,,Trillium Dell ,Delson,,Internal,10/26/2017,Heavy Timber,1,11.5,11.5,6,66.13,POC - FOHC,#2,Green,,POC - FOHC - 11.5x11.5x6,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  69.00 ,Available,,
TDTW 171026 0004,,Trillium Dell ,Delson,,Internal,10/26/2017,Heavy Timber,1,8,10,20,133.33,POC - FOHC,#2,Green,,POC - FOHC - 8x10x20,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  69.00 ,Available,,
TDTW 171026 0005,,Trillium Dell ,Delson,,Internal,10/26/2017,Heavy Timber,1,6,10,10,50.00,POC - FOHC,#2,Green,,POC - FOHC - 6x10x10,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  69.00 ,Used,1/15/2019,17006500 Muellner Brooks Braces 
TDTW 171026 0006,,Trillium Dell ,Delson,,Internal,10/26/2017,Heavy Timber,1,5.25,9,8,31.50,POC - FOHC,#2,Green,,POC - FOHC - 5.25x9x8,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  69.00 ,Available,,
TDTW 171026 0007,,Trillium Dell ,Delson,,Internal,10/26/2017,Heavy Timber,1,5.25,9,8,31.50,POC - FOHC,#2,Green,,POC - FOHC - 5.25x9x8,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  69.00 ,Available,,
TDTW 171026 0008,,Trillium Dell ,Delson,,Internal,10/26/2017,Heavy Timber,1,5.25,9,8,31.50,POC - FOHC,#2,Green,,POC - FOHC - 5.25x9x8,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  69.00 ,Available,,
TDTW 171026 0009,,Trillium Dell ,Delson,,Internal,10/26/2017,Heavy Timber,1,3,8,5,10.00,POC - FOHC,#2,Green,,POC - FOHC - 3x8x5,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  69.00 ,Available,,
TDTW 171026 0010,,Trillium Dell ,Delson,,Internal,10/26/2017,Heavy Timber,1,3,8,5,10.00,POC - FOHC,#2,Green,,POC - FOHC - 3x8x5,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  69.00 ,Available,,
TDTW 171026 0011,,Trillium Dell ,Delson,,Internal,10/26/2017,Heavy Timber,1,3,8,5,10.00,POC - FOHC,#2,Green,,POC - FOHC - 3x8x5,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  69.00 ,Available,,
TDTW 171026 0012,,Trillium Dell ,Delson,,Internal,10/26/2017,Heavy Timber,1,3,8,5,10.00,POC - FOHC,#2,Green,,POC - FOHC - 3x8x5,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  69.00 ,Available,,
TDTW 171026 0013,,Trillium Dell ,Delson,,Internal,10/26/2017,Heavy Timber,1,2,11.5,8,15.33,POC - FOHC,#2,Green,,POC - FOHC - 2x11.5x8,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  69.00 ,Available,,
TDTW 171026 0014,,Trillium Dell ,Delson,,Internal,10/26/2017,Heavy Timber,1,2,11.5,8,15.33,POC - FOHC,#2,Green,,POC - FOHC - 2x11.5x8,,  -   ,  -   ,  -   ,  -   ,  1.25 ,  -   ,  69.00 ,Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
